Office,Country,Company,Latitude,Longitude
Montreal,Canada,Microsoft,45.50284543,-73.57360732
Santiago,Chile,Microsoft,-33.38726061,-70.56638290000001
Beijing,China,Microsoft,39.97960952,116.3108804
Guangzhou,China,Microsoft,23.13500559,113.3321547
Shanghai,China,Microsoft,31.17293317,121.40952659999998
Bogotá,Colombia,Microsoft,4.673550939,-74.04853143
Medellín,Colombia,Microsoft,6.201415679,-75.57225664
San José,Costa Rica,Microsoft,9.932189553999999,-84.09855016
Abidjan,Côte d'Ivoire,Microsoft,5.317000215,-4.01745156
Zagreb,Croatia,Microsoft,45.76475231,15.98018471
Nicosia,Cyprus,Microsoft,35.18258099,33.39113026
Praha,Czech Republic,Microsoft,50.04820125,14.45725668
Kongens Lyngby,Denmark,Microsoft,55.77305024,12.50886858
Santo Domingo,Dominican Republic,Microsoft,18.47302556,-69.94101133
Quito,Ecuador,Microsoft,-0.153757451,-78.43002886
Cairo,Egypt,Microsoft,30.06056761,31.03271812
San Salvador,El Salvador,Microsoft,13.70834609,-89.24175732
Tallinn,Estonia,Microsoft,59.39762651,24.661717499999998
Espoo,Finland,Microsoft,60.17149119,24.827831699999997
Issy-les-Moulineaux,France,Microsoft,48.83371745,2.265975042
München,Germany,Microsoft,48.17787483,11.59382693
Unterschleißheim,Germany,Microsoft,48.29007667,11.5812212
Marousi,Greece,Microsoft,38.06415335,23.80911604
Guatemala,Guatemala,Microsoft,14.60135991,-90.50955049
Tegucigalpa,Honduras,Microsoft,14.10199815,-87.18696821
Hong Kong,Hong Kong,Microsoft,22.26241368,114.1307213
Budapest,Hungary,Microsoft,47.56123888,19.05454672
Bengaluru,India,Microsoft,12.92650163,77.67757809999999
Gurugram,India,Microsoft,28.48962574,77.09200827
Mumbai,India,Microsoft,19.06952167,72.86191014
Jakarta,Indonesia,Microsoft,-6.2232576029999995,106.80873490000002
Leopardstown,Ireland,Microsoft,53.26916683,-6.195996114
Ra'anana,Israel,Microsoft,32.17582317,34.889771100000004
Milano,Italy,Microsoft,45.48200281,9.182773583
Kingston,Jamaica,Microsoft,18.00699606,-76.78732121
Tokyo,Japan,Microsoft,35.62697878,139.74040540000001
Amman,Jordan,Microsoft,31.971943300000003,35.83394806
Almaty,Kazakhstan,Microsoft,43.25257656,76.95711993
Nur-Sultan,Kazakhstan,Microsoft,51.13463095,71.4282118
Nairobi,Kenya,Microsoft,-1.258323315,36.80566185
R?ga,Latvia,Microsoft,56.95911918,24.11428253
Bayrut,Lebanon,Microsoft,33.90088657,35.50220831
Tarabulus,Libya,Microsoft,26.30395084,50.21053057
Vilnius,Lithuania,Microsoft,54.70238786,25.26005243
Luxembourg,Luxembourg,Microsoft,49.61228391,6.14185362
Kuala Lumpur,Malaysia,Microsoft,3.131062567,101.68457099999999
Luqa,Malta,Microsoft,35.85137204,14.49431394
Port Louis,Mauritius,Microsoft,-20.16152342,57.49979738
Ciudad de México,Mexico,Microsoft,19.36659863,-99.26450784
Chi?in?u,Moldova ,Microsoft,47.02376624,28.83591171
Podgorica,Montenegro,Microsoft,42.43595888,19.26093307
Casablanca,Morocco,Microsoft,33.586702700000004,-7.632296973
Rabat,Morocco,Microsoft,33.99824671,-6.843398831
Schiphol,Netherlands,Microsoft,52.30390505,4.750034727
Auckland,New Zealand,Microsoft,-36.84520046,174.75688290000002
Wellington,New Zealand,Microsoft,-41.28223613,174.7773097
Abuja,Nigeria,Microsoft,9.060055148,7.491260671
Lagos,Nigeria,Microsoft,6.439945335,3.4294257530000003
Skopje,Macedonia (the former Yugoslav Republic of),Microsoft,41.99309953,21.42568236
Oslo,Norway,Microsoft,59.90692659,10.7611034
Islamabad,Pakistan,Microsoft,33.71883165,73.07214246
Karachi,Pakistan,Microsoft,24.80283137,67.0294128
Lahore,Pakistan,Microsoft,31.48377223,74.45629738
Panama,Panama,Microsoft,9.010234905,-79.4766751
Asunción,Paraguay,Microsoft,-25.29475428,-57.57944229
Cercado de Lima,Peru,Microsoft,-12.09726245,-77.0374503
Makati,Philippines,Microsoft,14.55322198,121.0256348
Warszawa,Poland,Microsoft,52.20043495,20.93609671
Lisboa,Portugal,Microsoft,52.20036919,20.93602161
Guaynabo,Puerto Rico,Microsoft,18.416919399999998,-66.10825863
Bucure?ti ,Romania,Microsoft,44.47762729,26.07138847
Moskva,Russia,Microsoft,55.75063801,37.42736763
Moskva,Russia,Microsoft,55.77945302,37.58852083
Al Khobar,Saudi Arabia,Microsoft,26.29099787,50.17752748
Jeddah,Saudi Arabia,Microsoft,21.54937136,39.153673600000005
Riyadh,Saudi Arabia,Microsoft,24.86263055,46.59182273
Riyadh,Saudi Arabia,Microsoft,24.73865225,46.67280563
Beograd,Serbia,Microsoft,44.81882322,20.42354224
Singapore,Singapore,Microsoft,1.278834818,103.8473901
Singapore,Singapore,Microsoft,1.282590796,103.8525497
Bratislava,Slovakia,Microsoft,48.14608039,17.1393613
Ljubljana,Slovenia,Microsoft,46.06700131,14.54131908
Johannesburg,South Africa,Microsoft,-26.04434756,28.01866562
Seoul,Korea ,Microsoft,37.57485906,126.97914879999999
Pozuelo de AlarcÃ³n,Spain,Microsoft,40.41966634,-3.801252631
Colombo,Sri Lanka,Microsoft,6.92021985,79.8574745
Stockholm,Sweden,Microsoft,59.33171589,18.06784929
Wallisellen,Switzerland,Microsoft,47.409135799999994,8.590969956
Taipei,"Taiwan, Province of China",Microsoft,25.04045737,121.5669002
Bangkok,Thailand,Microsoft,13.73941665,100.5478614
Port of Spain,Trinidad and Tobago,Microsoft,10.67218556,-61.5393657
Tunis,Tunisia,Microsoft,36.83563582,10.24848956
Istanbul,Turkey,Microsoft,41.07101346,29.01784717
Kyiv,Ukraine,Microsoft,50.43915031,30.49879968
Dubai,United Arab Emirates,Microsoft,25.09500517,55.16210009
Belfast,United Kingdom,Microsoft,54.61282277,-5.902655384
Wokingham,United Kingdom,Microsoft,51.46128979,-0.9271480390000001
Montevideo,Uruguay,Microsoft,-34.91353221,-56.18247126
Caracas,Venezuela,Microsoft,10.49716388,-66.85135569
Hanoi,Viet Nam,Microsoft,21.02376124,105.84191740000001
Los Gatos,United States,Netflix,37.25969453,-121.9626991
Los Angeles,United States,Netflix,34.09787553,-118.31635359999999
New York,United States,Netflix,40.74294856,-73.99976913
Utah,United States,Netflix,40.77803214,-112.02076969999999
Washington,United States,Netflix,38.89797403,-77.03305943
Paris,France,Netflix,48.86131755,2.309315585
Berlin,Germany,Netflix,52.51772984,13.389605
Mexico City,Mexico,Netflix,19.44119248,-99.15254786
Amsterdam,Netherlands,Netflix,52.34804556,4.856101412
Amsterdam,Netherlands,Netflix,52.35891869,4.888269796
Manila,Philippines,Netflix,14.66435428,121.05148270000001
Singapore,Singapore,Netflix,1.276879461,103.8524011
Madrid,Spain,Netflix,40.43333889,-3.728104483
Hsinchu,"Taiwan, Province of China",Netflix,24.78485295,121.0180459
London,United Kingdom,Netflix,51.51884838,-0.138043146
Argentina,Argentina,Netflix,-34.59887404,-58.38051274
Brasil,Brazil,Netflix,-23.50474417,-46.8493674
India,India,Netflix,19.99286122,72.71619976
Seoul,Korea,Netflix,37.57153856,126.98322959999999
Tokyo,Japan,Netflix,35.66661617,139.71394080000002
Turkey,Turkey,Netflix,38.44129467,27.1812187
Rome,Italy,Netflix,41.90834063,12.49305937
